#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-12T10:22:27 [V7.5.8]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-08-12T10:22:27	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/ApJS/219/4&-out=Name,_RA,_DE,n,Re,q&-out.max=unlimited&-sort=Name	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.8	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22190004
#Name: J/ApJS/219/4
#Title: S4G pipeline 4: multi-component decompositions (Salo+, 2015)
#INFO	ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/apjs/219/4	    IVOID of underlying data collection
#INFO	creator=Salo H.	    First author or institution
#INFO	cites=bibcode:2015ApJS..219....4S	    Article or Data origin sources
#INFO	journal=ApJS	    Journal name
#INFO	original_date=2015	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/219/4	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22190004	    Dataset identifier that can be used for citation
#INFO	publication_date=2017-06-28	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_ApJS_219_4_galaxies:
#Name: J/ApJS/219/4/galaxies
#Title: Parameters of the galaxies;  center, outer orientation, sky background; and 1-component Sersic fits
#Column	Name	(a10)	Galaxy name (IDE)	[ucd=meta.id;meta.main]
#Column	_RA	(F9.5)	Right Ascension (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Declination (J2000) from SIMBAD (not part of the original data)	[ucd=pos.eq.dec;meta.main]
#Column	n	(F6.3)	[0.3/19]? Sersic index	[ucd=stat.fit.param]
#Column	Re	(F7.2)	[5/7631]? Effective radius	[ucd=phys.angSize]
#Column	q	(F6.3)	[0.07/1]? Axial ratio	[ucd=phys.size.axisRatio]
Name	_RA	_DE	n	Re	q
NGC4321   	 0.639	  9.58
NGC4321   	      	
NGC4324   	 6.879	 10.43
NGC4324   	      	
NGC4330   	      	
NGC4336   	      	
NGC4336   	      	
NGC4344   	      	
NGC4346   	 1.634	  4.66
NGC4346   	      	
NGC4348   	      	
NGC4348   	      	
NGC4348   	      	
NGC4351   	      	
NGC4351   	      	
NGC4351   	      	
NGC4353   	      	
NGC4355   	 3.884	  1.56
NGC4355   	      	
NGC4355   	      	
NGC4356   	      	
NGC4356   	      	
NGC4359   	      	
NGC4359   	      	
NGC4369   	      	
NGC4369   	      	
NGC4370   	      	
NGC4370   	      	
NGC4371   	 1.710	  9.98
NGC4371   	      	
NGC4371   	      	
NGC4374   	 3.877	 45.40
NGC4374   	      	
NGC4376   	      	
NGC4378   	 2.364	  2.93
NGC4378   	      	
NGC4378   	      	
NGC4380   	 1.353	  6.11
NGC4380   	      	
NGC4383   	      	
NGC4383   	      	
NGC4383   	      	
NGC4384   	      	
NGC4384   	      	
NGC4385   	      	
NGC4385   	      	
NGC4385   	      	
NGC4388   	      	
NGC4388   	      	
NGC4389   	      	
NGC4389   	      	
NGC4390   	      	
NGC4390   	      	
NGC4390   	      	
NGC4393   	      	
NGC4394   	 1.560	  3.96
NGC4394   	      	
NGC4394   	      	
NGC4395   	      	
NGC4395   	      	
NGC4395   	      	
NGC4396   	      	
NGC4396   	      	
NGC4402   	      	
NGC4405   	      	
NGC4405   	      	
NGC4405   	      	
NGC4409   	      	
NGC4409   	      	
NGC4409   	      	
NGC4411A  	      	
NGC4411A  	      	
NGC4411B  	      	
NGC4411B  	      	
NGC4412   	      	
NGC4412   	      	
NGC4412   	      	
NGC4413   	      	
NGC4413   	      	
NGC4413   	      	
NGC4414   	      	
NGC4414   	      	
NGC4416   	      	
NGC4416   	      	
NGC4419   	      	
NGC4419   	      	
NGC4419   	      	
NGC4423   	      	
NGC4423   	      	
NGC4424   	      	
NGC4424   	      	
NGC4428   	      	
NGC4428   	      	
NGC4430   	      	
NGC4430   	      	
NGC4430   	      	
NGC4434   	 5.104	 18.69
NGC4437   	      	
NGC4442   	 2.303	 12.25
NGC4442   	      	
NGC4445   	      	
NGC4445   	      	
NGC4445   	      	
NGC4448   	 0.919	  2.35
NGC4448   	      	
NGC4448   	      	
NGC4449   	      	
NGC4449   	      	
NGC4449   	      	
NGC4450   	 1.101	  5.90
NGC4450   	      	
NGC4450   	      	
NGC4450   	      	
NGC4451   	      	
NGC4451   	      	
NGC4451   	      	
NGC4454   	 0.990	  3.85
NGC4454   	      	
NGC4454   	      	
NGC4454   	      	
NGC4455   	      	
NGC4457   	 4.095	  7.98
NGC4457   	      	
NGC4457   	      	
NGC4460   	      	
NGC4460   	      	
NGC4461   	 3.096	  5.88
NGC4461   	      	
NGC4461   	      	
NGC4462   	 1.658	  3.12
NGC4462   	      	
NGC4462   	      	
NGC4470   	      	
NGC4470   	      	
NGC4472   	 3.312	 74.10
NGC4472   	      	
NGC4480   	 0.706	  1.76
NGC4480   	      	
NGC4485   	      	
NGC4487   	      	
NGC4487   	      	
NGC4488   	 2.718	 25.22
NGC4488   	      	
NGC4488   	      	
NGC4489   	 5.552	  9.62
NGC4489   	      	
NGC4490   	      	
NGC4491   	 1.022	  1.59
NGC4491   	      	
NGC4491   	      	
NGC4492   	 2.577	  4.36
NGC4492   	      	
NGC4494   	 3.829	 68.58
NGC4496A  	      	
NGC4496A  	      	
NGC4498   	      	
NGC4498   	      	
NGC4501   	 2.081	  5.24
NGC4501   	      	
NGC4502   	      	
NGC4502   	      	
NGC4503   	 4.693	 12.98
NGC4503   	      	
NGC4503   	      	
NGC4504   	      	
NGC4504   	      	
NGC4504   	      	
NGC4506   	      	
NGC4506   	      	
NGC4506   	      	
NGC4517A  	      	
NGC4517A  	      	
NGC4519   	      	
NGC4519   	      	
NGC4522   	      	
NGC4522   	      	
NGC4523   	      	
NGC4523   	      	
NGC4525   	      	
NGC4525   	      	
NGC4525   	      	
NGC4527   	 1.078	  6.38
NGC4527   	      	
NGC4528   	      	
NGC4528   	      	
NGC4528   	      	
NGC4531   	      	
NGC4531   	      	
NGC4531   	      	
NGC4532   	      	
NGC4532   	      	
NGC4533   	      	
NGC4533   	      	
NGC4534   	      	
NGC4534   	      	
NGC4535   	 2.680	  1.95
NGC4535   	      	
NGC4535   	      	
NGC4536   	 1.466	  5.84
NGC4536   	      	
NGC4539   	      	
NGC4539   	      	
NGC4539   	      	
NGC4540   	      	
NGC4540   	      	
NGC4540   	      	
NGC4544   	      	
NGC4544   	      	
NGC4545   	      	
NGC4545   	      	
NGC4546   	 2.506	  4.06
NGC4546   	      	
NGC4546   	      	
NGC4548   	 2.560	  5.70
NGC4548   	      	
NGC4548   	      	
NGC4550   	      	
NGC4550   	      	
NGC4559   	      	
NGC4559   	      	
NGC4559   	      	
NGC4561   	      	
NGC4561   	      	
NGC4562   	 0.278	 27.84
NGC4562   	      	
NGC4565   	 2.333	 30.66
NGC4565   	      	
NGC4568   	      	
NGC4568   	      	
NGC4569   	 4.898	  6.52
NGC4569   	      	
NGC4569   	      	
NGC4571   	      	
NGC4571   	      	
NGC4571   	      	
NGC4572   	      	
NGC4572   	      	
NGC4579   	 2.655	  3.91
NGC4579   	      	
NGC4579   	      	
NGC4580   	 0.439	  1.87
NGC4580   	      	
NGC4584   	      	
NGC4584   	      	
NGC4586   	 3.023	  5.14
NGC4586   	      	
NGC4591   	      	
NGC4591   	      	
NGC4591   	      	
NGC4592   	      	
NGC4593   	 1.204	  5.66
NGC4593   	      	
NGC4593   	      	
NGC4593   	      	
NGC4594   	 4.663	180.42
NGC4594   	      	
NGC4595   	      	
NGC4595   	      	
NGC4596   	 2.639	  8.49
NGC4596   	      	
NGC4596   	      	
NGC4597   	      	
NGC4597   	      	
NGC4599   	      	
NGC4599   	      	
NGC4599   	      	
NGC4602   	 1.357	  2.57
NGC4602   	      	
NGC4604   	      	
NGC4604   	      	
NGC4605   	 0.736	 74.31
NGC4605   	      	
NGC4606   	 1.739	  7.04
NGC4606   	      	
NGC4606   	      	
NGC4607   	      	
NGC4607   	      	
NGC4618   	      	
NGC4618   	      	
NGC4625   	 0.673	  7.96
NGC4625   	      	
NGC4628   	      	
NGC4628   	      	
NGC4628   	      	
NGC4629   	      	
NGC4630   	      	
NGC4630   	      	
NGC4631   	 2.374	136.35
NGC4631   	      	
NGC4632   	      	
NGC4632   	      	
NGC4633   	      	
NGC4633   	      	
NGC4634   	      	
NGC4634   	      	
NGC4635   	      	
NGC4635   	      	
NGC4639   	 2.140	  1.60
NGC4639   	      	
NGC4639   	      	
NGC4641   	 2.463	 16.38
NGC4641   	      	
NGC4642   	      	
NGC4642   	      	
NGC4643   	 1.748	  6.88
NGC4643   	      	
NGC4643   	      	
NGC4651   	 1.129	  1.75
NGC4651   	      	
NGC4651   	      	
NGC4653   	 1.070	  3.34
NGC4653   	      	
NGC4654   	      	
NGC4654   	      	
NGC4656   	 1.018	 26.68
NGC4656   	      	
NGC4658   	      	
NGC4658   	      	
NGC4659   	 2.000	  4.68
NGC4659   	      	
NGC4668   	      	
NGC4668   	      	
NGC4668   	      	
NGC4680   	      	
NGC4680   	      	
NGC4680   	      	
NGC4682   	 0.052	  1.60
NGC4682   	      	
NGC4684   	 3.375	  2.40
NGC4684   	      	
NGC4684   	      	
NGC4688   	      	
NGC4688   	      	
NGC4689   	 1.189	  8.00
NGC4689   	      	
NGC4691   	      	
NGC4691   	      	
NGC4694   	 3.138	 31.62
NGC4694   	      	
NGC4698   	 5.824	 32.60
NGC4698   	      	
NGC4699   	 1.785	  5.40
NGC4699   	      	
NGC4699   	      	
NGC4700   	      	
NGC4700   	      	
NGC4701   	      	
NGC4701   	      	
NGC4710   	      	
NGC4710   	      	
NGC4713   	      	
NGC4713   	      	
NGC4713   	      	
NGC4722   	      	
NGC4722   	      	
NGC4722   	      	
NGC4723   	      	
NGC4725   	 2.212	 10.14
NGC4725   	      	
NGC4725   	      	
NGC4731   	      	
NGC4731   	      	
NGC4733   	 2.087	  7.54
NGC4733   	      	
NGC4733   	      	
NGC4736   	 1.814	 19.10
NGC4736   	      	
NGC4736   	      	
NGC4746   	      	
NGC4746   	      	
NGC4747   	 0.882	 71.18
NGC4747   	      	
NGC4749   	      	
NGC4749   	      	
NGC4750   	 0.950	  1.29
NGC4750   	      	
NGC4750   	      	
NGC4753   	 4.961	 43.93
NGC4753   	      	
NGC4753   	      	
NGC4754   	 3.120	  8.09
NGC4754   	      	
NGC4754   	      	
NGC4758   	      	
NGC4758   	      	
NGC4758   	      	
NGC4762   	      	
NGC4762   	      	
NGC4762   	      	
NGC4765   	 1.025	 10.38
NGC4765   	      	
NGC4771   	      	
NGC4771   	      	
NGC4771   	      	
NGC4772   	 3.288	 10.16
NGC4772   	      	
NGC4775   	      	
NGC4775   	      	
NGC4779   	 0.458	  1.75
NGC4779   	      	
NGC4779   	      	
NGC4781   	      	
NGC4781   	      	
NGC4789A  	      	
NGC4790   	      	
NGC4790   	      	
NGC4791   	      	
NGC4791   	      	
NGC4793   	      	
NGC4793   	      	
NGC4795   	 1.868	  2.27
NGC4795   	      	
NGC4795   	      	
NGC4799   	      	
NGC4799   	      	
NGC4799   	      	
NGC4800   	      	
NGC4800   	      	
NGC4800   	      	
NGC4802   	 4.608	 29.77
NGC4802   	      	
NGC4802   	      	
NGC4806   	      	
NGC4808   	      	
NGC4808   	      	
NGC4809   	      	
NGC4814   	      	
NGC4814   	      	
NGC4814   	      	
NGC4818   	 3.903	  1.30
NGC4818   	      	
NGC4818   	      	
NGC4826   	 4.164	 28.96
NGC4826   	      	
NGC4826   	      	
NGC4845   	 1.839	  5.04
NGC4845   	      	
NGC4845   	      	
NGC4856   	 2.418	  8.55
NGC4856   	      	
NGC4856   	      	
NGC4866   	 2.953	  6.59
NGC4866   	      	
NGC4880   	 1.968	 23.76
NGC4880   	      	
NGC4897   	 7.185	  4.81
NGC4897   	      	
NGC4897   	      	
NGC4899   	 1.954	  1.00
NGC4899   	      	
NGC4900   	      	
NGC4900   	      	
NGC4902   	 1.258	  3.36
NGC4902   	      	
NGC4902   	      	
NGC4904   	      	
NGC4904   	      	
NGC4920   	 1.189	 13.43
NGC4920   	      	
NGC4928   	 0.338	  1.62
NGC4928   	      	
NGC4941   	 6.743	 11.49
NGC4941   	      	
NGC4941   	      	
NGC4941   	      	
NGC4942   	      	
NGC4942   	      	
NGC4942   	      	
NGC4948   	      	
NGC4948   	      	
NGC4948A  	      	
NGC4948A  	      	
NGC4951   	      	
NGC4951   	      	
NGC4958   	 1.608	  5.62
NGC4958   	      	
NGC4958   	      	
NGC4961   	      	
NGC4961   	      	
NGC4965   	 1.772	 16.76
NGC4965   	      	
NGC4980   	      	
NGC4980   	      	
NGC4981   	 1.700	  2.41
NGC4981   	      	
NGC4984   	 1.917	  5.37
NGC4984   	      	
NGC4984   	      	
NGC4995   	      	
NGC4995   	      	
NGC4995   	      	
NGC5002   	      	
NGC5002   	      	
NGC5005   	 1.999	  4.91
NGC5005   	      	
NGC5005   	      	
NGC5012   	 1.367	  2.00
NGC5012   	      	
NGC5014   	 1.693	  9.91
NGC5014   	      	
NGC5016   	      	
NGC5016   	      	
NGC5018   	 5.453	 28.40
NGC5018   	      	
NGC5022   	13.639	 68.18
NGC5022   	      	
NGC5023   	      	
NGC5033   	 2.000	  3.12
NGC5033   	      	
NGC5033   	      	
NGC5042   	 1.449	 24.78
NGC5042   	      	
NGC5054   	 0.726	  5.04
NGC5054   	      	
NGC5055   	      	
NGC5055   	      	
NGC5055   	      	
NGC5068   	      	
NGC5068   	      	
NGC5068   	      	
NGC5073   	 2.519	  1.38
NGC5073   	      	
NGC5078   	 3.788	 59.09
NGC5078   	      	
NGC5079   	      	
NGC5079   	      	
NGC5084   	 8.206	 86.89
NGC5084   	      	
NGC5084   	      	
NGC5085   	 1.109	  6.63
NGC5085   	      	
NGC5088   	 0.849	  7.22
NGC5088   	      	
NGC5101   	 2.657	  9.47
NGC5101   	      	
NGC5101   	      	
NGC5103   	      	
NGC5103   	      	
NGC5103   	      	
NGC5105   	      	
NGC5105   	      	
NGC5107   	      	
NGC5107   	      	
NGC5109   	      	
NGC5112   	      	
NGC5112   	      	
NGC5116   	      	
NGC5116   	      	
NGC5117   	 0.534	  6.24
NGC5117   	      	
NGC5117   	      	
NGC5122   	      	
NGC5122   	      	
NGC5122   	      	
NGC5134   	 0.815	  5.39
NGC5134   	      	
NGC5134   	      	
NGC5134   	      	
NGC5145   	 1.612	  8.01
NGC5145   	      	
NGC5147   	      	
NGC5147   	      	
NGC5147   	      	
NGC5169   	      	
NGC5169   	      	
NGC5169   	      	
NGC5170   	      	
NGC5170   	      	
NGC5173   	 4.600	 10.45
NGC5194   	 0.995	 21.62
NGC5194   	      	
NGC5195   	 2.580	  7.69
NGC5195   	      	
NGC5195   	      	
NGC5204   	      	
NGC5205   	 4.376	 12.64
NGC5205   	      	
NGC5205   	      	
NGC5216   	 5.322	 30.44
NGC5218   	      	
NGC5218   	      	
NGC5218   	      	
NGC5229   	      	
NGC5236   	 0.664	  9.35
NGC5236   	      	
NGC5236   	      	
NGC5238   	      	
NGC5240   	      	
NGC5240   	      	
NGC5247   	 1.060	 11.81
NGC5247   	      	
NGC5248   	      	
NGC5248   	      	
NGC5248   	      	
NGC5253   	      	
NGC5253   	      	
NGC5253   	      	
NGC5254   	      	
NGC5254   	      	
NGC5264   	      	
NGC5273   	      	
NGC5273   	      	
NGC5289   	 2.572	  2.22
NGC5289   	      	
NGC5289   	      	
NGC5290   	      	
NGC5290   	      	
NGC5297   	 1.480	  1.76
NGC5297   	      	
NGC5297   	      	
NGC5300   	      	
NGC5300   	      	
NGC5300   	      	
NGC5301   	      	
NGC5301   	      	
NGC5304   	 5.531	 40.26
NGC5311   	 4.665	 19.32
NGC5311   	      	
NGC5313   	 0.499	  1.76
NGC5313   	      	
NGC5320   	      	
NGC5320   	      	
NGC5326   	10.663	 56.31
NGC5326   	      	
NGC5334   	      	
NGC5334   	      	
NGC5334   	      	
NGC5336   	 3.539	  7.44
NGC5336   	      	
NGC5337   	      	
NGC5337   	      	
NGC5337   	      	
NGC5338   	 4.336	  5.40
NGC5338   	      	
NGC5338   	      	
NGC5339   	 2.702	  1.14
NGC5339   	      	
NGC5339   	      	
NGC5346   	 0.811	  6.51
NGC5346   	      	
NGC5347   	      	
NGC5347   	      	
NGC5347   	      	
NGC5348   	      	
NGC5348   	      	
NGC5350   	 1.266	  1.55
NGC5350   	      	
NGC5350   	      	
NGC5355   	 5.639	  9.80
NGC5355   	      	
NGC5355   	      	
NGC5356   	      	
NGC5356   	      	
NGC5360   	 0.985	 46.57
NGC5360   	      	
NGC5362   	      	
NGC5362   	      	
NGC5363   	 5.623	 74.12
NGC5364   	      	
NGC5364   	      	
NGC5364   	      	
NGC5371   	 1.462	  4.00
NGC5371   	      	
NGC5375   	 1.228	  4.18
NGC5375   	      	
NGC5375   	      	
NGC5375   	      	
NGC5376   	 0.949	  1.87
NGC5376   	      	
NGC5377   	 3.322	 10.88
NGC5377   	      	
NGC5377   	      	
NGC5383   	 0.407	 10.02
NGC5383   	      	
NGC5383   	      	
NGC5383   	      	
NGC5403   	      	
NGC5403   	      	
NGC5403   	      	
NGC5422   	 4.466	 10.89
NGC5422   	      	
NGC5425   	 0.788	  3.21
NGC5425   	      	
NGC5426   	 3.127	 34.19
NGC5426   	      	
NGC5427   	 2.171	  4.26
NGC5427   	      	
NGC5430   	 0.310	  2.79
NGC5430   	      	
NGC5430   	      	
NGC5443   	 3.882	  3.37
NGC5443   	      	
NGC5443   	      	
NGC5448   	 4.819	  7.86
NGC5448   	      	
NGC5448   	      	
NGC5452   	      	
NGC5452   	      	
NGC5457   	 3.831	 55.30
NGC5457   	      	
NGC5464   	      	
NGC5464   	      	
NGC5468   	 2.752	  3.50
NGC5468   	      	
NGC5470   	      	
NGC5472   	      	
NGC5472   	      	
NGC5472   	      	
NGC5473   	 2.069	  3.46
NGC5473   	      	
NGC5473   	      	
NGC5474   	      	
NGC5474   	      	
NGC5476   	 0.367	  3.16
NGC5476   	      	
NGC5477   	      	
NGC5480   	      	
NGC5480   	      	
NGC5481   	 9.558	 13.28
NGC5481   	      	
NGC5486   	 0.975	  7.26
NGC5486   	      	
NGC5492   	      	
NGC5492   	      	
NGC5496   	      	
NGC5496   	      	
NGC5507   	 3.442	  4.14
NGC5507   	      	
NGC5520   	 1.177	  4.56
NGC5520   	      	
NGC5523   	 0.479	  6.13
NGC5523   	      	
NGC5526   	      	
NGC5529   	      	
NGC5529   	      	
NGC5529   	      	
NGC5534   	 1.315	  1.82
NGC5534   	      	
NGC5534   	      	
NGC5560   	      	
NGC5560   	      	
NGC5566   	 1.071	  6.47
NGC5566   	      	
NGC5566   	      	
NGC5569   	      	
NGC5569   	      	
NGC5574   	 3.062	 13.68
NGC5574   	      	
NGC5574   	      	
NGC5576   	 4.834	 22.03
NGC5576   	      	
NGC5577   	 0.981	  3.86
NGC5577   	      	
NGC5584   	 0.843	  5.47
NGC5584   	      	
NGC5585   	 1.064	 15.68
NGC5585   	      	
NGC5587   	 0.667	  1.78
NGC5587   	      	
NGC5595   	      	
NGC5595   	      	
NGC5597   	      	
NGC5597   	      	
NGC5600   	      	
NGC5600   	      	
NGC5602   	 2.964	  3.49
NGC5602   	      	
NGC5604   	      	
NGC5604   	      	
NGC5604   	      	
NGC5608   	      	
NGC5624   	      	
NGC5630   	      	
NGC5630   	      	
NGC5631   	 6.899	 31.90
NGC5631   	      	
NGC5633   	      	
NGC5633   	      	
NGC5636   	 2.058	  1.01
NGC5636   	      	
NGC5636   	      	
NGC5645   	      	
NGC5645   	      	
NGC5658   	      	
NGC5660   	 1.437	  4.51
NGC5660   	      	
NGC5661   	      	
NGC5661   	      	
NGC5665   	      	
NGC5665   	      	
NGC5667   	 0.945	  2.94
NGC5667   	      	
NGC5668   	      	
NGC5668   	      	
NGC5669   	      	
NGC5669   	      	
NGC5673   	      	
NGC5676   	 0.969	  2.89
NGC5676   	      	
NGC5678   	      	
NGC5678   	      	
NGC5689   	 2.224	  6.03
NGC5689   	      	
NGC5689   	      	
NGC5690   	      	
NGC5691   	      	
NGC5691   	      	
NGC5693   	      	
NGC5693   	      	
NGC5701   	 2.078	  6.50
NGC5701   	      	
NGC5701   	      	
NGC5707   	 1.409	  3.80
NGC5707   	      	
NGC5708   	      	
NGC5708   	      	
NGC5713   	 1.079	  1.79
NGC5713   	      	
NGC5713   	      	
NGC5714   	      	
NGC5714   	      	
NGC5719   	      	
NGC5719   	      	
NGC5719   	      	
NGC5728   	 1.340	  5.76
NGC5728   	      	
NGC5728   	      	
NGC5729   	      	
NGC5729   	      	
NGC5730   	      	
NGC5730   	      	
NGC5731   	      	
NGC5731   	      	
NGC5740   	 1.064	  1.63
NGC5740   	      	
NGC5740   	      	
NGC5744   	      	
NGC5744   	      	
NGC5744   	      	
NGC5746   	 2.831	 19.42
NGC5746   	      	
NGC5750   	 0.520	  4.22
NGC5750   	      	
NGC5750   	      	
NGC5750   	      	
NGC5756   	      	
NGC5756   	      	
NGC5756   	      	
NGC5757   	 0.877	  1.32
NGC5757   	      	
NGC5757   	      	
NGC5762   	 2.762	  0.84
NGC5762   	      	
NGC5762   	      	
NGC5768   	      	
NGC5768   	      	
NGC5768   	      	
NGC5770   	      	
NGC5770   	      	
NGC5770   	      	
NGC5770   	      	
NGC5774   	      	
NGC5774   	      	
NGC5774   	      	
NGC5775   	      	
NGC5775   	      	
NGC5777   	      	
NGC5777   	      	
NGC5781   	      	
NGC5781   	      	
NGC5783   	      	
NGC5783   	      	
NGC5789   	      	
NGC5792   	      	
NGC5792   	      	
NGC5792   	      	
NGC5798   	      	
NGC5806   	 0.961	  3.47
NGC5806   	      	
NGC5806   	      	
NGC5809   	      	
NGC5809   	      	
NGC5809   	      	
NGC5821   	 0.518	  3.01
NGC5821   	      	
NGC5832   	      	
NGC5832   	      	
NGC5832   	      	
NGC5846   	 2.995	 46.07
NGC5846   	      	
NGC5850   	 1.842	  6.57
NGC5850   	      	
NGC5850   	      	
NGC5854   	 3.434	  6.50
NGC5854   	      	
NGC5854   	      	
NGC5861   	      	
NGC5861   	      	
NGC5864   	 1.929	  3.39
NGC5864   	      	
NGC5864   	      	
NGC5866B  	      	
NGC5866B  	      	
NGC5878   	 1.313	  3.39
NGC5878   	      	
NGC5878   	      	
NGC5879   	 0.780	 17.66
NGC5879   	      	
NGC5879   	      	
NGC5885   	      	
NGC5885   	      	
NGC5885   	      	
NGC5892   	      	
NGC5892   	      	
NGC5894   	      	
NGC5894   	      	
NGC5899   	      	
NGC5899   	      	
NGC5899   	      	
NGC5900   	      	
NGC5900   	      	
NGC5900   	      	
NGC5907   	      	
NGC5913   	      	
NGC5913   	      	
NGC5913   	      	
NGC5915   	      	
NGC5915   	      	
NGC5916   	 4.897	  1.80
NGC5916   	      	
NGC5916   	      	
NGC5916A  	      	
NGC5916A  	      	
NGC5921   	 1.635	  2.28
NGC5921   	      	
NGC5921   	      	
NGC5930   	      	
NGC5930   	      	
NGC5930   	      	
NGC5937   	      	
NGC5937   	      	
NGC5949   	      	
NGC5949   	      	
NGC5950   	      	
NGC5950   	      	
NGC5951   	      	
NGC5951   	      	
NGC5953   	 1.128	  5.59
NGC5953   	      	
NGC5954   	      	
NGC5954   	      	
NGC5956   	      	
NGC5956   	      	
NGC5956   	      	
NGC5957   	 2.213	  3.39
NGC5957   	      	
NGC5957   	      	
NGC5957   	      	
NGC5958   	      	
NGC5958   	      	
NGC5958   	      	
NGC5962   	 0.625	  2.60
NGC5962   	      	
NGC5962   	      	
NGC5963   	      	
NGC5963   	      	
NGC5963   	      	
NGC5964   	      	
NGC5964   	      	
NGC5970   	      	
NGC5970   	      	
NGC5970   	      	
NGC5981   	      	
NGC5981   	      	
NGC5984   	      	
NGC5985   	 1.315	  3.82
NGC5985   	      	
NGC6010   	      	
NGC6010   	      	
NGC6012   	      	
NGC6012   	      	
NGC6012   	      	
NGC6014   	      	
NGC6014   	      	
NGC6014   	      	
NGC6015   	      	
NGC6015   	      	
NGC6063   	      	
NGC6063   	      	
NGC6070   	 0.657	  4.48
NGC6070   	      	
NGC6106   	      	
NGC6106   	      	
NGC6118   	 0.664	  7.14
NGC6118   	      	
NGC6140   	      	
NGC6140   	      	
NGC6155   	      	
NGC6155   	      	
NGC6168   	      	
NGC6181   	      	
NGC6181   	      	
NGC6181   	      	
NGC6207   	 0.605	 30.26
NGC6207   	      	
NGC6217   	      	
NGC6217   	      	
NGC6217   	      	
NGC6236   	      	
NGC6236   	      	
NGC6237   	      	
NGC6237   	      	
NGC6239   	      	
NGC6239   	      	
NGC6255   	      	
NGC6255   	      	
NGC6267   	 1.671	  0.64
NGC6267   	      	
NGC6267   	      	
NGC6278   	 2.083	  2.22
NGC6278   	      	
NGC6278   	      	
NGC6339   	      	
NGC6339   	      	
NGC6395   	 0.617	  7.79
NGC6395   	      	
NGC6412   	      	
NGC6412   	      	
NGC6412   	      	
NGC6434   	 0.690	  1.56
NGC6434   	 0.596	 14.28
NGC6434   	      	
NGC6503   	      	
NGC6503   	      	
NGC6861E  	      	
NGC6861E  	      	
NGC6870   	      	
NGC6870   	      	
NGC6887   	      	
NGC6887   	      	
NGC6887   	      	
NGC6889   	      	
NGC6889   	      	
NGC6889   	      	
NGC6902   	 1.403	  2.53
NGC6902   	      	
NGC6902   	      	
NGC6902B  	 1.259	  7.07
NGC6902B  	      	
NGC6923   	 1.534	  1.69
NGC6923   	      	
NGC6923   	      	
NGC6925   	 1.204	  2.13
NGC6925   	      	
NGC6925   	      	
NGC7051   	      	
NGC7051   	      	
NGC7051   	      	
NGC7059   	      	
NGC7059   	      	
NGC7064   	      	
NGC7070   	      	
NGC7070   	      	
NGC7079   	 1.331	  2.88
NGC7079   	      	
NGC7079   	      	
NGC7090   	      	
NGC7090   	      	
NGC7091   	      	
NGC7091   	      	
NGC7098   	 1.418	  7.40
NGC7098   	      	
NGC7098   	      	
NGC7098   	      	
NGC7107   	      	
NGC7107   	      	
NGC7140   	 0.850	  3.64
NGC7140   	      	
NGC7140   	      	
NGC7151   	      	
NGC7151   	      	
NGC7154   	      	
NGC7154   	      	
NGC7154   	      	
NGC7162   	 1.740	  6.16
NGC7162   	      	
NGC7162A  	      	
NGC7162A  	      	
NGC7163   	 2.288	  1.45
NGC7163   	      	
NGC7163   	      	
NGC7167   	      	
NGC7167   	      	
NGC7171   	 1.277	  1.94
NGC7171   	      	
NGC7179   	 1.685	  1.98
NGC7179   	      	
NGC7179   	      	
NGC7180   	      	
NGC7180   	      	
NGC7180   	      	
NGC7183   	      	
NGC7183   	      	
NGC7184   	 0.996	  2.29
NGC7184   	      	
NGC7184   	      	
NGC7188   	      	
NGC7188   	      	
NGC7188   	      	
NGC7191   	      	
NGC7191   	      	
NGC7191   	      	
NGC7205   	 1.657	  3.55
NGC7205   	      	
NGC7213   	 8.010	110.68
NGC7218   	      	
NGC7218   	      	
NGC7218   	      	
NGC7219   	 1.792	  1.26
NGC7219   	      	
NGC7219   	      	
NGC7241   	      	
NGC7241   	      	
NGC7247   	      	
NGC7247   	      	
NGC7254   	      	
NGC7254   	      	
NGC7280   	 3.104	  1.68
NGC7280   	      	
NGC7280   	      	
NGC7290   	      	
NGC7290   	      	
NGC7307   	      	
NGC7307   	      	
